date,order_id,product,category,region,quantity,unit_price,total_amount
2024-12-14,ORD-000353,AR Glasses,Wearables,South,1,372.8,372.8
2024-07-27,ORD-000354,Gaming Console,Electronics,West,2,1473.48,2946.96
2024-06-13,ORD-000355,Fitness Tracker,Wearables,East,3,390.15,1170.45
2024-09-30,ORD-000356,Laptop Pro,Electronics,North,2,1082.75,2165.5
2024-01-19,ORD-000357,Laptop Stand,Accessories,West,2,71.75,143.5
2024-01-20,ORD-000358,Fitness Tracker,Wearables,North,3,471.46,1414.38
2024-05-25,ORD-000359,Studio Microphone,Audio,West,3,222.88,668.64
2024-09-15,ORD-000360,Smart Lock,Smart Home,West,2,138.65,277.3
2024-03-24,ORD-000361,Bluetooth Speaker,Audio,West,3,288.81,866.43
2024-05-31,ORD-000362,Bluetooth Speaker,Audio,South,3,34.5,103.5
2024-08-06,ORD-000363,Keyboard Cover,Accessories,East,4,69.92,279.68
2024-03-12,ORD-000364,"Smart TV 55""",Electronics,West,2,1103.1,2206.2
2024-04-30,ORD-000365,Bluetooth Speaker,Audio,West,4,32.18,128.72
2024-01-06,ORD-000366,Earbuds Pro,Audio,East,5,126.61,633.05
2024-08-26,ORD-000367,Bluetooth Speaker,Audio,East,1,49.87,49.87
2024-12-19,ORD-000368,Laptop Stand,Accessories,North,3,58.02,174.06
2024-03-09,ORD-000369,Earbuds Pro,Audio,West,2,226.67,453.34
2024-07-10,ORD-000370,Laptop Stand,Accessories,West,5,62.33,311.65
2024-05-06,ORD-000371,Voice Assistant,Smart Home,North,2,196.61,393.22
2024-02-09,ORD-000372,Voice Assistant,Smart Home,North,3,146.19,438.57
2024-10-20,ORD-000373,Gaming Console,Electronics,South,2,1383.46,2766.92
2024-02-29,ORD-000374,Screen Protector,Accessories,South,4,69.8,279.2
2024-08-16,ORD-000375,Voice Assistant,Smart Home,North,5,50.0,250.0
2024-10-15,ORD-000376,Fitness Tracker,Wearables,North,4,280.95,1123.8
2024-01-12,ORD-000377,Voice Assistant,Smart Home,West,3,178.0,534.0
2024-02-07,ORD-000378,Wireless Headphones,Audio,North,5,268.65,1343.25
2024-01-31,ORD-000379,AR Glasses,Wearables,North,5,365.16,1825.8
2024-03-10,ORD-000380,Smartwatch Series 5,Wearables,West,2,179.18,358.36
2024-07-11,ORD-000381,Soundbar,Audio,North,4,173.52,694.08
2024-03-01,ORD-000382,Security Camera,Smart Home,South,3,173.77,521.31
2024-01-02,ORD-000383,Voice Assistant,Smart Home,North,2,146.34,292.68
2024-08-05,ORD-000384,Soundbar,Audio,West,5,245.51,1227.55
2024-05-21,ORD-000385,Phone Case,Accessories,South,2,42.23,84.46
2024-11-10,ORD-000386,Laptop Pro,Electronics,North,4,1271.36,5085.44
2024-01-18,ORD-000387,Phone Case,Accessories,West,5,14.7,73.5
2024-07-24,ORD-000388,Smart Thermostat,Smart Home,West,1,83.83,83.83
2024-03-12,ORD-000389,Keyboard Cover,Accessories,East,1,25.2,25.2
2024-12-10,ORD-000390,Keyboard Cover,Accessories,East,5,32.31,161.55
2024-04-23,ORD-000391,Screen Protector,Accessories,West,5,71.33,356.65
2024-03-30,ORD-000392,Earbuds Pro,Audio,West,5,49.5,247.5
2024-11-25,ORD-000393,Voice Assistant,Smart Home,West,3,40.3,120.9
2024-03-17,ORD-000394,Smart Bulb Pack,Smart Home,East,4,183.18,732.72
2024-05-03,ORD-000395,Fitness Tracker,Wearables,South,4,389.48,1557.92
2024-10-14,ORD-000396,Bluetooth Speaker,Audio,West,1,287.84,287.84
2024-05-04,ORD-000397,Health Monitor,Wearables,East,4,288.49,1153.96
2024-07-08,ORD-000398,Screen Protector,Accessories,North,4,55.26,221.04
2024-12-10,ORD-000399,Security Camera,Smart Home,North,4,41.33,165.32
2024-12-09,ORD-000400,Tablet X,Electronics,South,5,1265.57,6327.85
2024-06-04,ORD-000401,Fitness Tracker,Wearables,North,3,441.25,1323.75
2024-09-02,ORD-000402,Phone Case,Accessories,South,1,77.34,77.34
2024-10-09,ORD-000403,Security Camera,Smart Home,East,2,117.25,234.5
2024-06-06,ORD-000404,Soundbar,Audio,East,3,179.19,537.57
2024-02-20,ORD-000405,Studio Microphone,Audio,West,4,312.49,1249.96
2024-01-24,ORD-000406,Bluetooth Speaker,Audio,South,4,148.62,594.48
2024-10-23,ORD-000407,USB-C Hub,Accessories,West,5,28.24,141.2
2024-07-13,ORD-000408,Bluetooth Speaker,Audio,South,2,92.77,185.54
2024-05-11,ORD-000409,Health Monitor,Wearables,West,3,344.56,1033.68
2024-03-27,ORD-000410,Smart Ring,Wearables,South,3,125.7,377.1
2024-11-24,ORD-000411,Voice Assistant,Smart Home,North,5,70.48,352.4
2024-12-08,ORD-000412,Smart Thermostat,Smart Home,North,1,214.59,214.59
2024-02-04,ORD-000413,"Smart TV 55""",Electronics,South,2,464.98,929.96
2024-01-31,ORD-000414,Tablet X,Electronics,West,3,906.87,2720.61
2024-07-29,ORD-000415,Smartwatch Series 5,Wearables,North,5,52.97,264.85
2024-05-26,ORD-000416,Gaming Console,Electronics,North,5,1166.62,5833.1
2024-02-24,ORD-000417,Voice Assistant,Smart Home,North,2,207.35,414.7
2024-09-26,ORD-000418,Security Camera,Smart Home,East,5,83.0,415.0
2024-07-10,ORD-000419,Earbuds Pro,Audio,West,1,284.37,284.37
2024-06-02,ORD-000420,Health Monitor,Wearables,North,2,159.43,318.86
2024-10-09,ORD-000421,Laptop Pro,Electronics,West,4,786.32,3145.28
2024-09-12,ORD-000422,Laptop Pro,Electronics,West,1,1143.4,1143.4
2024-09-27,ORD-000423,Studio Microphone,Audio,North,1,342.74,342.74
2024-08-31,ORD-000424,Phone Case,Accessories,East,5,73.08,365.4
2024-10-05,ORD-000425,Laptop Pro,Electronics,North,3,1121.3,3363.9
2024-10-27,ORD-000426,Screen Protector,Accessories,South,2,11.09,22.18
2024-05-03,ORD-000427,Smartwatch Series 5,Wearables,West,5,184.66,923.3
2024-12-18,ORD-000428,Smart Bulb Pack,Smart Home,North,2,114.44,228.88
2024-04-28,ORD-000429,Smart Bulb Pack,Smart Home,North,4,41.8,167.2
2024-07-22,ORD-000430,Studio Microphone,Audio,East,5,276.07,1380.35
2024-09-08,ORD-000431,Smartphone Ultra,Electronics,South,4,1240.25,4961.0
2024-04-05,ORD-000432,Studio Microphone,Audio,West,4,331.16,1324.64
2024-12-31,ORD-000433,Gaming Console,Electronics,North,2,654.45,1308.9
2024-07-18,ORD-000434,Smartphone Ultra,Electronics,East,2,485.06,970.12
2024-08-15,ORD-000435,Wireless Headphones,Audio,East,3,59.28,177.84
2024-08-08,ORD-000436,Wireless Headphones,Audio,West,2,72.39,144.78
2024-01-14,ORD-000437,Smart Lock,Smart Home,North,1,142.73,142.73
2024-06-15,ORD-000438,Studio Microphone,Audio,West,5,59.77,298.85
2024-10-13,ORD-000439,Smartphone Ultra,Electronics,South,1,796.56,796.56
2024-03-27,ORD-000440,Smart Lock,Smart Home,South,4,67.3,269.2
2024-02-02,ORD-000441,Earbuds Pro,Audio,South,2,115.88,231.76
2024-02-09,ORD-000442,AR Glasses,Wearables,East,4,239.49,957.96
2024-10-31,ORD-000443,Bluetooth Speaker,Audio,South,4,260.68,1042.72
2024-07-21,ORD-000444,Smartwatch Series 5,Wearables,East,1,110.96,110.96
2024-08-13,ORD-000445,Voice Assistant,Smart Home,East,3,206.89,620.67
2024-11-04,ORD-000446,Health Monitor,Wearables,South,3,111.25,333.75
2024-06-12,ORD-000447,AR Glasses,Wearables,East,4,129.93,519.72
2024-07-11,ORD-000448,Health Monitor,Wearables,East,3,401.88,1205.64
2024-04-12,ORD-000449,AR Glasses,Wearables,South,5,101.24,506.2
2024-12-28,ORD-000450,Smart Thermostat,Smart Home,South,4,239.65,958.6
2024-07-28,ORD-000451,AR Glasses,Wearables,West,1,424.07,424.07
2024-08-04,ORD-000452,Screen Protector,Accessories,West,2,26.93,53.86
2024-10-25,ORD-000453,"Smart TV 55""",Electronics,West,4,1488.83,5955.32
2024-10-05,ORD-000454,Smart Lock,Smart Home,North,4,233.16,932.64
2024-02-25,ORD-000455,Studio Microphone,Audio,South,1,220.01,220.01
2024-10-15,ORD-000456,Bluetooth Speaker,Audio,West,1,237.03,237.03
2024-05-12,ORD-000457,Soundbar,Audio,South,1,63.89,63.89
2024-04-23,ORD-000458,Smart Lock,Smart Home,West,5,152.75,763.75
2024-12-19,ORD-000459,Soundbar,Audio,South,5,178.17,890.85
2024-07-31,ORD-000460,Wireless Headphones,Audio,North,3,184.48,553.44
2024-08-21,ORD-000461,Tablet X,Electronics,South,3,717.98,2153.94
2024-08-12,ORD-000462,Voice Assistant,Smart Home,West,1,106.62,106.62
2024-01-12,ORD-000463,Wireless Headphones,Audio,East,1,126.07,126.07
2024-09-21,ORD-000464,Tablet X,Electronics,South,2,1415.9,2831.8
2024-08-24,ORD-000465,Security Camera,Smart Home,South,4,102.81,411.24
2024-07-21,ORD-000466,Fitness Tracker,Wearables,North,4,133.86,535.44
2024-07-18,ORD-000467,Security Camera,Smart Home,North,4,128.9,515.6
2024-10-22,ORD-000468,Phone Case,Accessories,North,1,29.47,29.47
2024-08-22,ORD-000469,Security Camera,Smart Home,North,2,110.46,220.92
2024-11-01,ORD-000470,Soundbar,Audio,West,3,198.86,596.58
2024-06-29,ORD-000471,Voice Assistant,Smart Home,West,3,159.13,477.39
2024-11-10,ORD-000472,Security Camera,Smart Home,North,3,209.01,627.03
2024-02-29,ORD-000473,Screen Protector,Accessories,South,3,18.24,54.72
2024-11-01,ORD-000474,Bluetooth Speaker,Audio,South,4,193.45,773.8
2024-11-21,ORD-000475,Voice Assistant,Smart Home,South,4,123.06,492.24
2024-04-05,ORD-000476,Security Camera,Smart Home,East,2,137.71,275.42
2024-01-05,ORD-000477,Health Monitor,Wearables,West,3,74.12,222.36
2024-09-15,ORD-000478,Phone Case,Accessories,West,5,67.06,335.3
2024-09-07,ORD-000479,Smart Ring,Wearables,South,4,237.02,948.08
2024-05-29,ORD-000480,Gaming Console,Electronics,North,2,337.02,674.04
2024-08-22,ORD-000481,Bluetooth Speaker,Audio,West,2,202.02,404.04
2024-05-17,ORD-000482,Smart Lock,Smart Home,East,1,54.9,54.9
2024-10-06,ORD-000483,Smart Thermostat,Smart Home,South,4,197.19,788.76
2024-06-01,ORD-000484,Smartwatch Series 5,Wearables,North,2,381.18,762.36
2024-08-12,ORD-000485,AR Glasses,Wearables,North,1,206.85,206.85
2024-12-18,ORD-000486,Phone Case,Accessories,East,5,66.74,333.7
2024-04-15,ORD-000487,Voice Assistant,Smart Home,South,2,66.51,133.02
2024-11-01,ORD-000488,Gaming Console,Electronics,South,3,720.97,2162.91
2024-09-20,ORD-000489,Earbuds Pro,Audio,North,3,122.58,367.74
2024-12-01,ORD-000490,Laptop Stand,Accessories,South,3,74.3,222.9
2024-05-06,ORD-000491,Phone Case,Accessories,West,3,20.23,60.69
2024-11-17,ORD-000492,Fitness Tracker,Wearables,West,3,309.83,929.49
2024-07-25,ORD-000493,Smart Ring,Wearables,East,1,83.97,83.97
2024-10-24,ORD-000494,Soundbar,Audio,North,3,334.07,1002.21
2024-02-02,ORD-000495,"Smart TV 55""",Electronics,West,3,1061.8,3185.4
2024-05-17,ORD-000496,Laptop Stand,Accessories,East,4,67.73,270.92
2024-10-16,ORD-000497,Earbuds Pro,Audio,West,2,205.13,410.26
2024-01-09,ORD-000498,Wireless Headphones,Audio,North,4,44.69,178.76
2024-04-13,ORD-000499,Laptop Stand,Accessories,South,4,41.95,167.8
2024-02-17,ORD-000500,Bluetooth Speaker,Audio,East,3,309.81,929.43
2024-01-27,ORD-000501,Wireless Headphones,Audio,West,2,148.98,297.96
2024-12-26,ORD-000502,Bluetooth Speaker,Audio,North,1,167.34,167.34
2024-10-30,ORD-000503,Tablet X,Electronics,South,2,872.16,1744.32
2024-03-02,ORD-000504,Voice Assistant,Smart Home,West,3,32.03,96.09
2024-02-15,ORD-000505,Laptop Stand,Accessories,North,4,14.95,59.8
2024-03-11,ORD-000506,Smartphone Ultra,Electronics,West,3,741.06,2223.18
2024-01-05,ORD-000507,Phone Case,Accessories,South,5,14.78,73.9
2024-07-29,ORD-000508,AR Glasses,Wearables,West,2,375.08,750.16
2024-03-04,ORD-000509,USB-C Hub,Accessories,West,2,72.75,145.5
2024-05-06,ORD-000510,Soundbar,Audio,East,2,130.63,261.26
2024-11-07,ORD-000511,Tablet X,Electronics,East,5,964.07,4820.35
2024-09-17,ORD-000512,Smartphone Ultra,Electronics,South,5,546.52,2732.6
2024-09-10,ORD-000513,AR Glasses,Wearables,West,2,340.77,681.54
2024-02-06,ORD-000514,Tablet X,Electronics,North,5,899.49,4497.45
2024-08-03,ORD-000515,Earbuds Pro,Audio,East,5,72.22,361.1
2024-01-09,ORD-000516,Security Camera,Smart Home,North,1,197.79,197.79
2024-07-22,ORD-000517,Smartphone Ultra,Electronics,East,1,558.88,558.88
2024-02-12,ORD-000518,Voice Assistant,Smart Home,South,4,123.18,492.72
2024-04-14,ORD-000519,Wireless Headphones,Audio,South,5,129.16,645.8
2024-06-07,ORD-000520,Smart Bulb Pack,Smart Home,West,1,115.95,115.95
2024-02-29,ORD-000521,USB-C Hub,Accessories,West,4,27.1,108.4
2024-03-02,ORD-000522,Smart Lock,Smart Home,North,2,42.1,84.2
2024-09-24,ORD-000523,USB-C Hub,Accessories,East,3,21.46,64.38
2024-03-01,ORD-000524,Screen Protector,Accessories,North,3,18.88,56.64
2024-05-14,ORD-000525,Soundbar,Audio,North,1,117.02,117.02
2024-09-12,ORD-000526,Smart Ring,Wearables,South,1,279.84,279.84
2024-10-20,ORD-000527,Bluetooth Speaker,Audio,North,1,111.63,111.63
2024-05-05,ORD-000528,Keyboard Cover,Accessories,North,1,10.17,10.17
2024-04-01,ORD-000529,AR Glasses,Wearables,North,2,222.33,444.66
2024-08-01,ORD-000530,Voice Assistant,Smart Home,East,2,79.38,158.76
2024-09-14,ORD-000531,Wireless Headphones,Audio,North,1,212.88,212.88
2024-07-24,ORD-000532,Phone Case,Accessories,North,1,66.29,66.29
2024-06-16,ORD-000533,AR Glasses,Wearables,North,3,398.08,1194.24
2024-05-29,ORD-000534,Voice Assistant,Smart Home,East,2,31.74,63.48
2024-09-09,ORD-000535,Security Camera,Smart Home,South,5,132.05,660.25
2024-01-13,ORD-000536,Security Camera,Smart Home,South,4,63.11,252.44
2024-06-20,ORD-000537,Smart Bulb Pack,Smart Home,North,1,169.9,169.9
2024-05-01,ORD-000538,AR Glasses,Wearables,West,5,96.77,483.85
2024-12-30,ORD-000539,Smartwatch Series 5,Wearables,East,2,487.64,975.28
2024-07-30,ORD-000540,Laptop Pro,Electronics,East,5,1405.52,7027.6
2024-03-09,ORD-000541,Smartwatch Series 5,Wearables,West,5,311.34,1556.7
2024-12-05,ORD-000542,Gaming Console,Electronics,South,4,981.37,3925.48
2024-07-20,ORD-000543,Screen Protector,Accessories,East,3,28.26,84.78
2024-04-13,ORD-000544,Soundbar,Audio,South,1,117.02,117.02
2024-08-18,ORD-000545,Smart Thermostat,Smart Home,West,2,64.18,128.36
2024-04-16,ORD-000546,Soundbar,Audio,West,3,68.63,205.89
2024-02-16,ORD-000547,Soundbar,Audio,South,1,114.79,114.79
2024-03-16,ORD-000548,Studio Microphone,Audio,North,3,42.9,128.7
2024-12-12,ORD-000549,Screen Protector,Accessories,East,1,37.73,37.73
2024-08-19,ORD-000550,Bluetooth Speaker,Audio,South,4,39.94,159.76
2024-03-03,ORD-000551,"Smart TV 55""",Electronics,North,2,422.28,844.56
2024-07-09,ORD-000552,Tablet X,Electronics,North,4,456.85,1827.4
2024-01-12,ORD-000553,Smart Lock,Smart Home,North,1,86.93,86.93
2024-06-18,ORD-000554,Laptop Stand,Accessories,North,1,66.64,66.64
2024-08-09,ORD-000555,"Smart TV 55""",Electronics,West,5,360.76,1803.8
2024-03-29,ORD-000556,Smartwatch Series 5,Wearables,East,4,222.22,888.88
2024-03-17,ORD-000557,Phone Case,Accessories,North,4,29.24,116.96
2024-09-12,ORD-000558,Smart Lock,Smart Home,West,3,165.72,497.16
2024-07-15,ORD-000559,Voice Assistant,Smart Home,South,3,43.41,130.23
2024-05-07,ORD-000560,Fitness Tracker,Wearables,North,5,339.18,1695.9
2024-06-25,ORD-000561,AR Glasses,Wearables,East,4,265.85,1063.4
2024-11-01,ORD-000562,AR Glasses,Wearables,South,3,130.91,392.73
2024-09-28,ORD-000563,Smartphone Ultra,Electronics,East,4,370.3,1481.2
2024-05-06,ORD-000564,Security Camera,Smart Home,South,1,244.27,244.27
2024-04-22,ORD-000565,Studio Microphone,Audio,West,1,291.2,291.2
2024-06-11,ORD-000566,Bluetooth Speaker,Audio,East,5,86.34,431.7
2024-10-17,ORD-000567,Smart Thermostat,Smart Home,South,3,184.75,554.25
2024-10-04,ORD-000568,Security Camera,Smart Home,East,4,214.06,856.24
2024-04-29,ORD-000569,Laptop Stand,Accessories,South,1,12.65,12.65
2024-11-10,ORD-000570,Gaming Console,Electronics,South,3,873.58,2620.74
2024-01-31,ORD-000571,Screen Protector,Accessories,North,3,60.18,180.54
2024-02-26,ORD-000572,Keyboard Cover,Accessories,East,2,59.32,118.64
2024-10-27,ORD-000573,Smartphone Ultra,Electronics,North,4,1145.44,4581.76
2024-08-11,ORD-000574,Earbuds Pro,Audio,West,2,133.22,266.44
2024-12-21,ORD-000575,Bluetooth Speaker,Audio,East,5,256.29,1281.45
2024-06-06,ORD-000576,Keyboard Cover,Accessories,East,4,67.0,268.0
2024-07-19,ORD-000577,Phone Case,Accessories,North,5,61.01,305.05
2024-04-23,ORD-000578,Keyboard Cover,Accessories,North,5,32.27,161.35
2024-05-01,ORD-000579,Fitness Tracker,Wearables,East,1,199.02,199.02
2024-12-28,ORD-000580,Bluetooth Speaker,Audio,East,1,233.57,233.57
2024-12-20,ORD-000581,Smartwatch Series 5,Wearables,North,2,169.34,338.68
2024-01-25,ORD-000582,Earbuds Pro,Audio,West,1,281.84,281.84
2024-09-09,ORD-000583,Smart Ring,Wearables,West,4,486.09,1944.36
2024-10-22,ORD-000584,Studio Microphone,Audio,South,4,150.1,600.4
2024-05-30,ORD-000585,Laptop Stand,Accessories,North,1,15.15,15.15
2024-06-24,ORD-000586,Earbuds Pro,Audio,South,1,334.52,334.52
2024-02-17,ORD-000587,Fitness Tracker,Wearables,East,5,379.38,1896.9
2024-08-08,ORD-000588,Smart Lock,Smart Home,South,1,226.5,226.5
2024-06-18,ORD-000589,Voice Assistant,Smart Home,South,1,64.55,64.55
2024-05-15,ORD-000590,Laptop Stand,Accessories,East,5,58.79,293.95
2024-10-19,ORD-000591,Bluetooth Speaker,Audio,West,4,60.68,242.72
2024-02-14,ORD-000592,USB-C Hub,Accessories,East,4,35.25,141.0
2024-04-15,ORD-000593,Voice Assistant,Smart Home,South,1,73.92,73.92
2024-06-06,ORD-000594,Wireless Headphones,Audio,West,1,181.53,181.53
2024-02-16,ORD-000595,Smart Ring,Wearables,West,3,452.68,1358.04
2024-04-05,ORD-000596,Screen Protector,Accessories,West,3,71.97,215.91
2024-04-25,ORD-000597,Smartphone Ultra,Electronics,East,3,827.68,2483.04
2024-02-13,ORD-000598,Smart Thermostat,Smart Home,East,1,63.24,63.24
2024-04-26,ORD-000599,Voice Assistant,Smart Home,North,5,243.55,1217.75
2024-12-17,ORD-000600,Health Monitor,Wearables,West,5,238.37,1191.85
2024-07-21,ORD-000601,Security Camera,Smart Home,North,1,134.77,134.77
2024-12-12,ORD-000602,Smart Lock,Smart Home,South,5,228.09,1140.45
2024-04-18,ORD-000603,"Smart TV 55""",Electronics,South,2,507.44,1014.88
2024-04-13,ORD-000604,USB-C Hub,Accessories,South,4,39.63,158.52
2024-02-14,ORD-000605,Smart Bulb Pack,Smart Home,West,1,100.33,100.33
2024-09-23,ORD-000606,Voice Assistant,Smart Home,West,3,151.44,454.32
2024-02-27,ORD-000607,Gaming Console,Electronics,West,4,1005.08,4020.32
2024-02-21,ORD-000608,Phone Case,Accessories,North,5,49.65,248.25
2024-06-25,ORD-000609,Smart Thermostat,Smart Home,West,5,202.85,1014.25
2024-11-07,ORD-000610,Soundbar,Audio,West,5,239.52,1197.6
2024-11-12,ORD-000611,Tablet X,Electronics,West,2,630.49,1260.98
2024-12-19,ORD-000612,"Smart TV 55""",Electronics,South,3,1367.48,4102.44
2024-01-11,ORD-000613,"Smart TV 55""",Electronics,East,3,1404.99,4214.97
2024-12-22,ORD-000614,Earbuds Pro,Audio,North,4,119.7,478.8
2024-06-13,ORD-000615,Phone Case,Accessories,East,4,31.02,124.08
2024-08-14,ORD-000616,Health Monitor,Wearables,South,2,340.49,680.98
2024-01-29,ORD-000617,Smart Ring,Wearables,South,3,391.76,1175.28
2024-03-10,ORD-000618,Smartphone Ultra,Electronics,North,4,1151.47,4605.88
2024-01-30,ORD-000619,Phone Case,Accessories,South,2,71.25,142.5
2024-12-26,ORD-000620,"Smart TV 55""",Electronics,South,3,360.66,1081.98
2024-07-22,ORD-000621,Earbuds Pro,Audio,North,5,293.51,1467.55
2024-08-16,ORD-000622,Tablet X,Electronics,South,5,746.95,3734.75
2024-03-24,ORD-000623,Health Monitor,Wearables,East,3,298.09,894.27
2024-03-24,ORD-000624,Smartphone Ultra,Electronics,South,1,332.93,332.93
2024-11-29,ORD-000625,Phone Case,Accessories,West,3,57.43,172.29
2024-08-30,ORD-000626,Smart Thermostat,Smart Home,South,1,220.21,220.21
2024-05-09,ORD-000627,Keyboard Cover,Accessories,East,2,66.05,132.1
2024-08-23,ORD-000628,Soundbar,Audio,East,3,316.54,949.62
2024-11-15,ORD-000629,Laptop Stand,Accessories,West,5,31.14,155.7
2024-10-14,ORD-000630,Smart Thermostat,Smart Home,East,3,31.61,94.83
2024-05-21,ORD-000631,Wireless Headphones,Audio,East,3,184.15,552.45
2024-04-06,ORD-000632,Earbuds Pro,Audio,South,3,239.95,719.85
2024-07-25,ORD-000633,Security Camera,Smart Home,East,5,227.92,1139.6
2024-05-12,ORD-000634,USB-C Hub,Accessories,West,3,55.87,167.61
2024-12-28,ORD-000635,Smart Ring,Wearables,South,5,381.52,1907.6
2024-12-09,ORD-000636,Bluetooth Speaker,Audio,East,4,249.61,998.44
2024-04-02,ORD-000637,Smart Bulb Pack,Smart Home,East,5,215.98,1079.9
2024-10-13,ORD-000638,"Smart TV 55""",Electronics,South,3,453.52,1360.56
2024-06-06,ORD-000639,Wireless Headphones,Audio,West,2,101.11,202.22
2024-08-25,ORD-000640,Earbuds Pro,Audio,North,3,113.37,340.11
2024-10-24,ORD-000641,Smartwatch Series 5,Wearables,North,5,439.87,2199.35
2024-09-28,ORD-000642,Fitness Tracker,Wearables,East,4,275.2,1100.8
2024-03-11,ORD-000643,Smartwatch Series 5,Wearables,South,2,441.87,883.74
2024-03-14,ORD-000644,Soundbar,Audio,East,4,345.89,1383.56
2024-06-09,ORD-000645,USB-C Hub,Accessories,North,2,44.12,88.24
2024-10-22,ORD-000646,"Smart TV 55""",Electronics,South,2,628.22,1256.44
2024-11-20,ORD-000647,Smartwatch Series 5,Wearables,West,4,108.22,432.88
2024-01-03,ORD-000648,Smart Ring,Wearables,North,4,484.39,1937.56
2024-06-13,ORD-000649,Security Camera,Smart Home,South,1,190.73,190.73
2024-04-25,ORD-000650,Laptop Pro,Electronics,East,2,1052.01,2104.02
2024-10-28,ORD-000651,Bluetooth Speaker,Audio,East,5,62.86,314.3
2024-05-28,ORD-000652,USB-C Hub,Accessories,West,3,67.66,202.98
2024-12-17,ORD-000653,Smart Lock,Smart Home,South,4,145.3,581.2
2024-03-25,ORD-000654,Soundbar,Audio,West,2,144.95,289.9
2024-04-18,ORD-000655,Tablet X,Electronics,North,2,569.18,1138.36
2024-12-30,ORD-000656,Smart Lock,Smart Home,North,3,67.17,201.51
2024-01-25,ORD-000657,AR Glasses,Wearables,North,5,397.05,1985.25
2024-08-01,ORD-000658,Laptop Pro,Electronics,West,1,357.87,357.87
2024-12-25,ORD-000659,Smartwatch Series 5,Wearables,South,4,296.27,1185.08
2024-12-05,ORD-000660,USB-C Hub,Accessories,East,1,31.07,31.07
2024-02-23,ORD-000661,Smart Lock,Smart Home,North,4,184.15,736.6
2024-04-11,ORD-000662,Wireless Headphones,Audio,South,4,281.11,1124.44
2024-12-26,ORD-000663,Studio Microphone,Audio,West,3,341.39,1024.17
2024-04-16,ORD-000664,Bluetooth Speaker,Audio,West,4,42.6,170.4
2024-02-26,ORD-000665,Bluetooth Speaker,Audio,West,1,30.87,30.87
2024-02-21,ORD-000666,USB-C Hub,Accessories,East,1,64.56,64.56
2024-05-15,ORD-000667,Laptop Stand,Accessories,West,3,79.2,237.6
2024-05-28,ORD-000668,Laptop Pro,Electronics,East,1,1275.8,1275.8
2024-01-24,ORD-000669,Soundbar,Audio,North,1,266.32,266.32
2024-11-14,ORD-000670,Phone Case,Accessories,East,4,33.0,132.0
2024-02-28,ORD-000671,Smartphone Ultra,Electronics,West,2,1277.95,2555.9
2024-12-19,ORD-000672,Smart Ring,Wearables,West,4,172.31,689.24
2024-03-22,ORD-000673,Fitness Tracker,Wearables,North,1,100.87,100.87
2024-12-13,ORD-000674,Health Monitor,Wearables,West,5,267.19,1335.95
2024-11-09,ORD-000675,Keyboard Cover,Accessories,North,3,36.57,109.71
2024-07-29,ORD-000676,Laptop Stand,Accessories,West,1,74.42,74.42
2024-01-07,ORD-000677,Laptop Pro,Electronics,South,3,613.93,1841.79
2024-02-18,ORD-000678,Studio Microphone,Audio,West,5,197.38,986.9
2024-03-17,ORD-000679,Laptop Stand,Accessories,North,4,34.19,136.76
2024-09-10,ORD-000680,Tablet X,Electronics,South,4,906.67,3626.68
2024-05-22,ORD-000681,"Smart TV 55""",Electronics,North,3,684.75,2054.25
2024-07-25,ORD-000682,Security Camera,Smart Home,South,4,151.1,604.4
2024-08-17,ORD-000683,"Smart TV 55""",Electronics,North,5,833.02,4165.1
2024-11-30,ORD-000684,Smart Ring,Wearables,North,4,192.22,768.88
2024-10-08,ORD-000685,"Smart TV 55""",Electronics,North,5,794.8,3974.0
2024-09-17,ORD-000686,Gaming Console,Electronics,South,3,1455.8,4367.4
2024-04-24,ORD-000687,AR Glasses,Wearables,West,1,213.49,213.49
2024-08-30,ORD-000688,Studio Microphone,Audio,East,5,275.56,1377.8
2024-01-02,ORD-000689,Smartwatch Series 5,Wearables,East,2,93.84,187.68
2024-12-25,ORD-000690,Earbuds Pro,Audio,North,3,205.25,615.75
2024-02-24,ORD-000691,Tablet X,Electronics,East,4,890.9,3563.6
2024-04-20,ORD-000692,Security Camera,Smart Home,West,4,71.25,285.0
2024-01-24,ORD-000693,Screen Protector,Accessories,North,4,17.53,70.12
2024-03-09,ORD-000694,Smart Ring,Wearables,West,5,346.3,1731.5
2024-08-09,ORD-000695,Gaming Console,Electronics,West,5,1183.45,5917.25
2024-03-06,ORD-000696,Security Camera,Smart Home,North,2,182.19,364.38
2024-09-15,ORD-000697,Health Monitor,Wearables,West,3,322.76,968.28
2024-05-20,ORD-000698,Health Monitor,Wearables,West,2,462.15,924.3
2024-03-11,ORD-000699,Earbuds Pro,Audio,West,2,174.9,349.8
2024-06-09,ORD-000700,Smart Lock,Smart Home,South,5,95.75,478.75
2024-12-17,ORD-000701,Phone Case,Accessories,East,3,53.68,161.04
2024-12-29,ORD-000702,Phone Case,Accessories,North,3,45.26,135.78
2024-12-07,ORD-000703,Studio Microphone,Audio,West,5,183.71,918.55
2024-01-07,ORD-000704,Smart Bulb Pack,Smart Home,North,4,223.03,892.12
2024-04-12,ORD-000705,"Smart TV 55""",Electronics,East,1,474.38,474.38
2024-02-01,ORD-000706,Screen Protector,Accessories,East,2,57.83,115.66
